index,r,age,start_year,num_years,mortality,fertility,productivity,NPV_100,GDP_20
63,0.013623919,40,10,10,0.450236758,1.259428218,3.737744051,1.841084676,3.682169353
64,0.071710098,40,10,10,7.465884465,2.912587409,5.688909196,4.656143356,9.312286712
65,0.034975449,40,10,10,2.375178294,4.019537368,3.513177325,3.53875754,7.077515081
66,0.017346112,40,10,10,3.59434152,9.827390088,9.91492143,8.607039777,17.21407955
67,0.065459142,40,10,10,7.335620478,4.488773487,9.623695951,6.598619625,13.19723925
68,0.059848986,40,10,10,1.024884618,2.703996365,0.95932287,1.844771967,3.689543934
69,0.005385889,40,10,10,3.391737729,6.719654951,1.748555947,4.562741805,9.125483611
70,0.067727133,40,10,10,0.722723032,6.134755659,0.700564058,3.422091653,6.844183307
71,0.079233009,40,10,10,7.638599617,3.635735263,9.190936613,6.102868539,12.20573708
72,0.057919208,40,10,10,5.761254228,6.45406663,1.283469752,4.764325086,9.528650173
73,0.004859795,40,10,10,8.786715292,7.532420852,1.518886404,5.979219405,11.95843881
74,0.016125306,40,10,10,0.940477814,8.745371082,8.391414347,7.078205408,14.15641082
75,0.084492655,40,10,10,6.577554484,5.789122997,1.769491738,4.740919917,9.481839834
76,0.033827545,40,10,10,1.422319916,8.367090021,3.164571049,5.417380308,10.83476062
77,0.029018779,40,10,10,8.093791934,0.338401412,7.932193257,4.16761707,8.33523414
78,0.011408525,40,10,10,5.696075344,9.888342689,1.679362911,6.587195287,13.17439057
79,0.003722342,40,10,10,8.165096008,3.850973095,0.570240745,3.729577973,7.459155945
80,0.099146427,40,10,10,5.184874406,0.436000901,4.668703064,2.655586251,5.311172501
81,0.08393339,40,10,10,7.66502991,6.452595657,7.866105132,7.11913535,14.2382707
82,0.037640127,40,10,10,2.066023249,9.950523688,4.705078407,6.799990016,13.59998003
83,0.036539092,40,10,10,1.607741879,9.787466996,1.877143259,5.778424852,11.5568497
84,0.06680754,40,10,10,3.459542961,2.002072378,2.606560222,2.474912848,4.949825695
85,0.039653582,40,10,10,2.42505358,5.523877558,3.757247905,4.374123866,8.748247733
86,0.013120134,40,10,10,8.356603416,6.556222726,6.614779239,6.933865818,13.86773164
87,0.047794314,40,10,10,2.998955886,4.246390762,2.059159368,3.340734369,6.681468737
88,0.010382359,40,10,10,0.091042408,4.598509402,1.831368435,2.866873713,5.733747426
89,0.037694338,40,10,10,9.927744529,5.462912463,9.247767208,7.4913353,14.9826706
90,0.038720397,40,10,10,6.785413738,7.572483784,5.099878402,6.67328816,13.34657632
91,0.096219476,40,10,10,6.972630955,5.004313668,1.243749476,4.269807868,8.539615736
92,0.088230946,40,10,10,0.338704027,8.16344494,7.902259832,6.520141225,13.04028245
93,0.073931573,40,10,10,0.405086714,8.241485209,4.385211349,5.517323352,11.0346467
94,0.006169799,40,10,10,1.147220912,6.427469067,8.835105177,6.093710269,12.18742054
95,0.017214936,40,10,10,3.50724841,3.85434441,6.745898774,4.652391519,9.304783038
96,0.037584021,40,10,10,1.794490834,3.283750012,3.987633124,3.19706311,6.39412622
97,0.00429534,40,10,10,7.622200149,6.867473216,5.771492591,6.689624415,13.37924883
98,0.027701451,40,10,10,5.757222304,9.66696016,5.779722797,7.71884138,15.43768276
99,0.022344724,40,10,10,1.585829001,9.375664517,8.162578928,7.453771737,14.90754347
100,0.091987665,40,10,10,9.542497219,3.347214303,3.441748792,4.614631233,9.229262466
101,0.03299468,40,10,10,6.395113771,3.763442589,0.136152034,3.201589659,6.403179318
102,0.027237643,40,10,10,9.068810238,1.331034325,5.634541192,4.169641568,8.339283135
103,0.062939347,40,10,10,7.02093793,5.179403401,6.360226066,5.901957106,11.80391421
104,0.068304251,40,10,10,4.595986604,9.899607239,1.796536817,6.407961985,12.81592397
105,0.013736583,40,10,10,4.641366257,7.532556462,2.953800388,5.580691599,11.1613832
106,0.010302549,40,10,10,7.64208541,5.289465089,4.275840947,5.455901911,10.91180382
107,0.016074958,40,10,10,0.554386079,7.643652271,5.877927887,5.696081717,11.39216343
108,0.023912272,40,10,10,8.610915498,7.853596011,6.679025466,7.652688745,15.30537749
109,0.080968416,40,10,10,4.343049072,2.741965892,4.127594187,3.477871016,6.955742033
110,0.028761055,40,10,10,5.630378581,6.687948535,0.991904721,4.7676214,9.5352428
111,0.031384614,40,10,10,2.460603288,8.692709422,1.490871792,5.285736906,10.57147381
112,0.004284885,40,10,10,9.592733437,7.341731499,8.045005188,8.002913994,16.00582799
113,0.051879357,40,10,10,8.585320614,4.006060678,1.672499848,4.221844417,8.443688833
114,0.076661022,40,10,10,3.82892641,3.304184127,0.56589496,2.587645834,5.175291667
115,0.028630432,40,10,10,0.357354499,9.570081198,4.154182052,6.102766115,12.20553223
116,0.043284673,40,10,10,4.992546641,9.899823531,7.869799661,8.309360992,16.61872198
117,0.066144553,40,10,10,1.165036153,4.19353837,1.574227082,2.80204454,5.604089081
118,0.000884129,40,10,10,2.73265051,4.441325013,5.677689808,4.470499551,8.940999101
119,0.071692702,40,10,10,2.934264407,8.013999786,3.807861236,5.736211145,11.47242229
120,0.050543742,40,10,10,8.957295478,4.159117336,8.705246577,6.482591737,12.96518347
121,0.049241428,40,10,10,1.416923135,6.1285178,9.814399749,6.291963452,12.5839269
122,0.099632099,40,10,10,2.764289947,0.23565613,8.00850129,3.073236441,6.146472882
123,0.060577311,40,10,10,9.867804171,9.594617244,6.42869897,8.699479148,17.3989583
124,0.038850901,40,10,10,8.950636293,3.464609463,1.87665943,4.085429819,8.170859638
125,0.005008078,40,10,10,4.050291972,1.034418698,2.197224359,1.986435051,3.972870102
126,0.067350161,40,10,10,1.960892272,9.157552478,1.271928343,5.352533196,10.70506639
127,0.067019294,40,10,10,5.097388987,6.14699236,4.995683253,5.591678953,11.18335791
128,0.040620599,40,10,10,1.214187057,5.807735556,5.133207703,4.6866675,9.373335001
129,0.022492778,40,10,10,7.012100502,4.188674888,6.100294368,5.326845855,10.65369171
130,0.005131226,40,10,10,4.392517312,0.188258931,8.671143056,3.573975844,7.147951689
131,0.062937846,40,10,10,5.796086206,4.831577088,1.430334839,4.004106237,8.008212473
132,0.079456878,40,10,10,5.432486976,6.747454934,0.384735864,4.575645621,9.151291242
133,0.008155505,40,10,10,7.408550529,3.440471489,2.970705886,4.093157616,8.186315232
134,0.04266885,40,10,10,1.517771239,0.091202531,6.702035837,2.359766264,4.719532529
135,0.03598662,40,10,10,2.346608966,7.76130278,5.174586088,5.90234901,11.80469802
136,0.01021816,40,10,10,6.99352094,1.287313005,4.610214972,3.425425182,6.850850364
137,0.056944069,40,10,10,2.270545792,7.329373083,6.152953762,5.964681828,11.92936366
138,0.040631263,40,10,10,8.754304613,0.247521576,5.958155345,3.662068314,7.324136628
139,0.00862136,40,10,10,0.453404205,8.855569019,7.495600898,6.767145619,13.53429124
140,0.097283108,40,10,10,9.934805091,3.757939394,8.738288623,6.487417302,12.9748346
141,0.061787041,40,10,10,2.008406732,6.230802501,8.016535714,5.922043311,11.84408662
142,0.040481567,40,10,10,0.594524045,9.376393079,8.266815725,7.287146066,14.57429213
143,0.012424319,40,10,10,3.141289527,6.290956245,4.243739456,5.046857864,10.09371573
144,0.038351558,40,10,10,2.621539384,2.383673973,8.853229448,4.372113698,8.744227395
145,0.02442762,40,10,10,6.096784346,2.856723616,1.976559662,3.240686576,6.481373152
146,0.048629629,40,10,10,2.578660458,0.884188167,4.480031502,2.301835626,4.603671251
147,0.065797901,40,10,10,3.499483537,9.166318705,0.320347193,5.379160218,10.75832044
148,0.030144168,40,10,10,3.832371608,3.581477976,8.64743531,5.151443902,10.3028878
149,0.034136647,40,10,10,1.916601821,2.787450637,5.948712433,3.561659412,7.123318825
150,0.0953733,40,10,10,0.031422,6.277538062,4.735630216,4.565742496,9.131484992
151,0.064299549,40,10,10,6.324752874,9.749957417,0.475857051,6.282686399,12.5653728
152,0.061227599,40,10,10,5.944963501,5.186406793,3.171268312,4.73357659,9.467153181
153,0.054344126,40,10,10,0.978249969,9.460519629,5.721619224,6.642395575,13.28479115
154,0.026128088,40,10,10,3.476064427,0.838095349,7.660755435,3.41248719,6.824974381
155,0.020237766,40,10,10,8.030142202,4.644277545,0.590721478,4.105383656,8.210767313
156,0.085657217,40,10,10,6.847472645,0.32500336,4.861467671,2.99043651,5.980873021
157,0.024799589,40,10,10,0.806219534,7.054194345,8.788486896,6.324887148,12.6497743
158,0.061144284,40,10,10,4.356621272,1.736889603,2.686573335,2.545741056,5.091482112
159,0.017357327,40,10,10,4.295065298,5.193687829,5.654350047,5.152161988,10.30432398
160,0.046399386,40,10,10,2.929884202,9.353694339,8.884066322,7.928043906,15.85608781
161,0.07773914,40,10,10,0.533951067,1.815684854,6.405056781,2.936149675,5.872299349
162,0.089964948,40,10,10,2.585422523,0.410157993,0.672437021,0.923894608,1.847789215
163,0.054268348,40,10,10,1.463427945,1.229332257,7.423261404,3.134330138,6.268660277
164,0.052894296,40,10,10,1.723149325,3.02131683,8.462796584,4.394127255,8.788254511
165,0.029817345,40,10,10,4.462946297,7.000665425,1.741771495,4.91545342,9.830906841
166,0.045187517,40,10,10,7.164590386,8.306758793,7.162312258,7.734991151,15.4699823
167,0.028002718,40,10,10,9.226961375,2.262201824,6.464040903,4.915705458,9.831410916
168,0.034782855,40,10,10,8.575876864,5.978124589,5.235509588,6.274890544,12.54978109
169,0.011954204,40,10,10,8.962689058,7.896303384,2.185380612,6.396303687,12.79260737
170,0.082376994,40,10,10,8.215795995,8.804091144,4.742593656,7.467982868,14.93596574
171,0.011643374,40,10,10,9.528002812,0.21504562,9.338649103,4.814718103,9.629436207
172,0.064629811,40,10,10,0.49796317,2.7386986,9.018652159,4.174537581,8.349075163
173,0.011737444,40,10,10,5.560613477,8.979231023,6.136299615,7.442628091,14.88525618
174,0.013914283,40,10,10,5.069658332,4.962594531,3.11126787,4.428609293,8.857218586
175,0.08023678,40,10,10,1.038029266,1.281975677,8.366303233,3.358484662,6.716969323
176,0.047188015,40,10,10,6.227075231,6.714802592,5.314003093,6.19701727,12.39403454
177,0.06366476,40,10,10,3.829041244,9.891478578,8.473130515,8.253486693,16.50697339
178,0.060083502,40,10,10,5.351129199,7.11548819,9.505727,7.479688035,14.95937607
179,0.086451395,40,10,10,8.107338677,5.43309148,3.717110248,5.45314655,10.9062931
180,0.067465118,40,10,10,1.904201559,2.410145909,8.51022194,4.138979848,8.277959696
181,0.000616049,40,10,10,6.128851501,1.195593938,9.00324215,4.524539914,9.049079828
182,0.095984867,40,10,10,7.479529999,8.420734679,7.175608229,7.858955808,15.71791162
183,0.075352025,40,10,10,8.712212663,0.870768081,1.064352594,2.497132351,4.994264702
184,0.066501207,40,10,10,0.340509424,7.122987203,1.484382193,4.074910144,8.149820288
185,0.085815246,40,10,10,7.5520351,5.981859763,3.377324888,5.514534368,11.02906874
186,0.013789272,40,10,10,9.816765125,6.169971396,7.293152429,7.236284452,14.4725689
187,0.046766558,40,10,10,3.119620078,2.699452486,2.047640381,2.587942373,5.175884746
188,0.083142541,40,10,10,6.413836021,8.629116729,7.917871508,7.972687021,15.94537404
189,0.053464093,40,10,10,4.789730632,2.334535251,3.851334924,3.280614229,6.561228458
190,0.082122305,40,10,10,0.821273343,1.278855523,9.294872524,3.592144187,7.184288375
191,0.072435492,40,10,10,2.850110221,4.579851824,8.039924897,5.271925425,10.54385085
192,0.090606813,40,10,10,1.197663525,7.601030987,8.040340336,6.452150299,12.9043006
193,0.096361443,40,10,10,7.098571985,4.636982248,4.5570743,5.105327811,10.21065562
194,0.047960623,40,10,10,3.334446952,2.437155293,6.775079966,3.917991027,7.835982053
195,0.009627257,40,10,10,3.956310391,5.198534041,1.052601734,3.706309619,7.412619238
196,0.025067228,40,10,10,3.573888176,7.243046325,4.195052728,5.594816616,11.18963323
197,0.04960489,40,10,10,5.612100396,9.243095614,0.749366519,5.968777842,11.93755568
198,0.096123353,40,10,10,1.393027814,3.723917609,4.246674224,3.414566634,6.829133269
199,0.094621486,40,10,10,4.953843807,5.800898647,0.47439228,4.033535769,8.067071538
200,0.060269856,40,10,10,9.080982732,9.77997712,4.209106787,7.968917143,15.93783429
201,0.011914167,40,10,10,2.694605003,7.509756521,0.798375848,4.533312015,9.066624031
202,0.086442435,40,10,10,4.984418615,1.446684998,1.798096091,2.259655049,4.519310098
203,0.055069159,40,10,10,5.133806572,5.287688286,4.714447254,5.084939634,10.16987927
204,0.056061327,40,10,10,3.198595325,0.682638934,6.805009164,3.022541281,6.045082563
205,0.006177446,40,10,10,5.695213903,3.217124507,7.603217732,5.028570354,10.05714071
206,0.062194098,40,10,10,8.168736941,0.895747837,0.082916166,2.106496156,4.212992313
207,0.038953645,40,10,10,6.781678679,5.012717293,0.157047073,3.909808504,7.819617009
208,0.000632567,40,10,10,5.171411873,8.883286486,0.55464702,5.642319724,11.28463945
209,0.061980636,40,10,10,0.677613014,3.075471535,1.80652756,2.215216639,4.430433277
210,0.041211614,40,10,10,8.052149845,1.652643549,7.120825005,4.572999245,9.14599849
211,0.060775071,40,10,10,8.469631324,4.574498292,3.745573002,5.104847311,10.20969462
212,0.027841521,40,10,10,0.804182091,4.582496951,3.587426491,3.528312841,7.056625682
213,0.033306896,40,10,10,6.840910178,7.150017941,0.7379964,5.164589926,10.32917985
214,0.016998507,40,10,10,8.59679636,3.754462221,5.064693625,5.11599847,10.23199694
215,0.004796277,40,10,10,9.471402263,7.138363859,5.993050341,7.261377485,14.52275497
216,0.036165088,40,10,10,6.002449393,5.960470337,2.780377759,5.014838375,10.02967675
217,0.030295562,40,10,10,9.692684389,3.731649608,0.283739308,3.889483474,7.778966948
218,0.019798449,40,10,10,7.088227794,5.581985949,8.927735906,6.886959305,13.77391861
219,0.066607795,40,10,10,9.194141991,5.220151012,8.698983102,7.058598835,14.11719767
220,0.025955383,40,10,10,6.07565669,5.564649447,8.523104829,6.55438751,13.10877502
221,0.055736412,40,10,10,5.473506057,8.649347818,6.685996656,7.425174117,14.85034823
222,0.018514822,40,10,10,4.04489448,6.336549468,8.357871738,6.484615151,12.9692303
223,0.053734323,40,10,10,5.739602556,5.933236189,9.432825023,6.944386112,13.88877222
224,0.022200271,40,10,10,8.349365192,4.788561659,2.274239238,4.746425639,9.492851278
225,0.07942402,40,10,10,4.202919929,3.296716762,2.411250102,3.212317397,6.424634794
226,0.045279559,40,10,10,5.233380643,3.133126221,1.708485971,3.12578503,6.251570061
227,0.026599865,40,10,10,4.898607058,9.335589304,1.038345648,5.959019758,11.91803952
228,0.03231965,40,10,10,1.52587762,9.681156041,3.238639087,6.117345271,12.23469054
229,0.064351915,40,10,10,2.00636843,6.32824544,6.914124258,5.639633683,11.27926737
230,0.018479082,40,10,10,8.578341709,9.880142108,8.856847246,9.31279357,18.62558714
231,0.044302787,40,10,10,1.770689734,2.635721634,8.9530391,4.357910494,8.715820988
232,0.087012438,40,10,10,1.937059875,7.827839023,3.683632448,5.406421221,10.81284244
233,0.049175584,40,10,10,8.492181655,9.110452934,8.089448585,8.680497374,17.36099475
234,0.017031179,40,10,10,8.699727606,3.021064337,8.723011671,5.867381191,11.73476238
235,0.062893567,40,10,10,8.799275063,4.497637069,3.69137288,5.116085411,10.23217082
236,0.052071729,40,10,10,5.845272832,2.90267483,2.824537861,3.46775334,6.935506679
237,0.065222547,40,10,10,5.298062197,0.095058411,4.321498794,2.403591283,4.807182566
238,0.044672528,40,10,10,7.340576862,8.332967725,6.349779403,7.539533056,15.07906611
239,0.02216216,40,10,10,0.627145012,3.015174399,9.581083222,4.507341169,9.014682337
240,0.027150344,40,10,10,6.061966045,0.919851019,3.674107724,2.774551036,5.549102071
241,0.045802396,40,10,10,9.696706128,1.669639268,1.811518152,3.317616305,6.63523261
242,0.085700181,40,10,10,0.316309208,4.42030789,1.953024901,2.859323257,5.718646513
243,0.038870115,40,10,10,5.062281834,1.71867625,6.041703816,3.684305637,7.368611273
244,0.078268042,40,10,10,5.380398981,3.999598109,5.506774811,4.727911294,9.455822588
245,0.06403887,40,10,10,9.989151225,3.210050247,3.599966597,4.682845348,9.365690696
246,0.092669347,40,10,10,2.62672174,3.699345937,1.207449881,2.737252281,5.474504561
247,0.085590306,40,10,10,9.165136011,4.205709822,0.21503103,4.000391422,8.000782844
248,0.082853756,40,10,10,9.752313072,5.163055951,9.526557663,7.389957889,14.77991578
249,0.012394721,40,10,10,2.38774178,6.157357581,9.203297631,6.317216436,12.63443287
250,0.075725349,40,10,10,6.345216627,1.42650313,9.293397371,4.770314102,9.540628203
251,0.04126048,40,10,10,8.126316872,9.66164937,8.26417609,8.935340886,17.87068177
252,0.020132262,40,10,10,0.869882032,7.875584239,3.590707843,5.188980879,10.37796176
253,0.099481795,40,10,10,0.861158035,6.279408182,8.077907493,5.735307946,11.47061589
254,0.033308703,40,10,10,0.78832742,7.33262005,2.713712632,4.638089299,9.276178597
255,0.008060629,40,10,10,0.738125428,4.642968488,3.534610442,3.529492462,7.058984924
256,0.091455055,40,10,10,4.598468176,0.27729897,7.217717209,3.223658283,6.447316566
257,0.040284898,40,10,10,5.988405899,5.408292557,3.744804712,5.025268872,10.05053774
258,0.09779386,40,10,10,1.421127774,4.3467446,8.167643386,4.90789087,9.815781741
259,0.001875043,40,10,10,6.583201554,7.110299062,3.277102154,5.854920488,11.70984098
260,0.036088029,40,10,10,0.603329688,9.91300316,1.028132362,5.385607226,10.77121445
261,0.031981391,40,10,10,6.121140825,9.767630934,1.585262818,6.583622478,13.16724496
262,0.033165393,40,10,10,1.237808796,2.338955608,0.752719434,1.642855393,3.285710786
263,0.097924528,40,10,10,9.184084537,1.076994074,5.981154857,4.169660402,8.339320803
264,0.06644269,40,10,10,3.596638193,4.511266382,5.131481641,4.514405322,9.028810644
265,0.007020458,40,10,10,3.123732506,6.535882499,1.542448206,4.355422212,8.710844425
266,0.077974604,40,10,10,6.985572557,5.293545207,6.757362422,6.071095841,12.14219168
267,0.019158824,40,10,10,2.127624516,9.038664757,1.672246416,5.446531206,10.89306241
268,0.032059817,40,10,10,3.584993499,6.525637205,0.002120353,3.980453408,7.960906816
269,0.041465906,40,10,10,2.184796008,7.016159751,5.554077034,5.611262188,11.22252438
270,0.006343698,40,10,10,2.072925885,4.809724519,0.854448432,3.075781966,6.151563932
271,0.024162123,40,10,10,2.466293849,9.193012145,3.438059486,6.121182688,12.24236538
272,0.007493639,40,10,10,0.756484572,5.1559093,8.730715157,5.348466112,10.69693222
273,0.044838612,40,10,10,2.797686092,7.185850673,8.18616472,6.608311971,13.21662394
274,0.036856514,40,10,10,2.750756111,7.714321041,0.834902162,4.657782392,9.315564783
275,0.049253202,40,10,10,7.351477892,8.294336704,3.053609863,6.533546889,13.06709378
276,0.032242452,40,10,10,0.336404246,7.748991047,7.292863438,6.129635404,12.25927081
277,0.040579874,40,10,10,7.108280237,3.993889799,0.836727559,3.669619215,7.339238429
278,0.090890219,40,10,10,4.323933361,8.643087292,3.292690092,6.174137346,12.34827469
279,0.075886104,40,10,10,5.588667762,6.029815013,0.224137897,4.199882428,8.399764855
280,0.008964803,40,10,10,8.9419227,2.513022385,4.131570494,4.284366881,8.568733761
281,0.019332402,40,10,10,0.502847509,2.487089337,7.644912563,3.637587939,7.275175878
282,0.033089827,40,10,10,0.919659206,6.024570875,6.66213439,5.194857596,10.38971519
283,0.005794017,40,10,10,3.184529554,5.692477766,1.061751987,3.80167039,7.60334078
284,0.019790244,40,10,10,8.560143742,6.208890678,0.783901702,5.051644598,10.1032892
285,0.006707133,40,10,10,0.323346209,3.930524509,3.00814249,2.932374244,5.864748487
286,0.0318484,40,10,10,0.017959607,1.709044781,4.996377174,2.357027464,4.714054928
287,0.017305127,40,10,10,3.868437718,3.992206863,7.09053601,4.896951778,9.793903557
288,0.076158574,40,10,10,3.29451769,3.268093012,3.775870384,3.425711159,6.851422319
289,0.088970332,40,10,10,4.296717007,7.337645559,1.612478363,5.01190969,10.02381938
290,3.1749E-05,40,10,10,0.599420437,2.617482778,4.600970442,2.808916609,5.617833218
291,0.003422093,40,10,10,0.837321754,1.642920025,9.696414817,3.897848808,7.795697617
292,0.039165902,40,10,10,8.256720861,9.274302671,7.570731587,8.559714984,17.11942997
293,0.080111225,40,10,10,9.160431257,1.375600996,1.797834449,3.059237084,6.118474169
294,0.088929722,40,10,10,5.393244118,1.821217028,1.078344426,2.312760665,4.625521331
295,0.013834674,40,10,10,7.220422891,7.892960417,6.296892164,7.279632436,14.55926487
296,0.071187321,40,10,10,0.522967622,9.723241928,4.51241586,6.319939246,12.63987849
297,0.076247113,40,10,10,8.413564853,5.352875061,9.518476609,7.214693484,14.42938697
298,0.034293937,40,10,10,8.015791577,5.541459621,0.618165436,4.559337757,9.118675514
299,0.003653514,40,10,10,2.1219466,8.169845151,8.088586559,6.935887863,13.87177573
300,0.090090431,40,10,10,0.438883457,1.356630812,9.778323914,3.699589272,7.399178543
301,0.059033391,40,10,10,4.385105573,0.24459471,2.034606851,1.609700525,3.21940105
302,0.036341559,40,10,10,8.409131362,1.756432523,4.78119344,3.994400566,7.988801132
303,0.07358811,40,10,10,1.865729207,1.456587542,3.960553664,2.289605712,4.579211424
304,0.021422789,40,10,10,3.666855651,3.332008342,5.054721454,3.915791737,7.831583475
305,0.097538886,40,10,10,0.717568529,1.830885317,0.579386386,1.23277228,2.46554456
306,0.053583169,40,10,10,6.988081334,6.714545103,7.50662891,7.006877491,14.01375498
307,0.019352675,40,10,10,5.796752785,8.651600353,1.429901304,5.914121125,11.82824225
308,0.072218814,40,10,10,7.082103901,1.977023768,8.225263903,4.872511835,9.745023671
309,0.061176126,40,10,10,9.552963318,6.877614326,0.288905532,5.436071486,10.87214297
310,0.091950426,40,10,10,3.395337268,8.852983102,9.188415881,7.862083769,15.72416754
311,0.071550416,40,10,10,9.165547864,0.846193253,7.701217927,4.566571577,9.133143155
312,0.085142678,40,10,10,1.694682379,2.959315682,6.111480475,3.652038459,7.304076919
313,0.048730664,40,10,10,4.885845866,8.718944564,8.618169742,7.922092378,15.84418476
314,0.071531863,40,10,10,2.271576638,8.368880962,8.654369526,7.235066667,14.47013333
315,0.073720722,40,10,10,7.711595985,6.973256795,2.049200361,5.643707703,11.28741541
316,0.093329871,40,10,10,8.818891265,1.143253312,1.038451585,2.646940384,5.293880769
